Yarlip1	yarrowiacyc	Similarity_Yarlip1.to.yarrowiacyc	Similarity_yarrowiacyc.to.Yarlip1
jgi|Yarlip1|131223|fgenesh1_kg.20_#_3_#_TRINITY_DN2977_c2_g4_i1	gnl|YARROWIA|G1FV3-30771-MONOMER	100.0	100.0
jgi|Yarlip1|131214|fgenesh1_kg.19_#_183_#_TRINITY_DN7688_c0_g1_i1	gnl|YARROWIA|G1FV3-28968-MONOMER	100.0	100.0
jgi|Yarlip1|131211|fgenesh1_kg.19_#_180_#_TRINITY_DN7886_c0_g1_i1	gnl|YARROWIA|G1FV3-28970-MONOMER	100.0	100.0
jgi|Yarlip1|131198|fgenesh1_kg.19_#_167_#_TRINITY_DN9578_c0_g1_i1	gnl|YARROWIA|G1FV3-28974-MONOMER	100.0	100.0
jgi|Yarlip1|131176|fgenesh1_kg.19_#_145_#_TRINITY_DN11536_c0_g1_i1	gnl|YARROWIA|G1FV3-28983-MONOMER	100.0	100.0
jgi|Yarlip1|131146|fgenesh1_kg.19_#_115_#_TRINITY_DN4781_c0_g1_i1	gnl|YARROWIA|G1FV3-29007-MONOMER	100.0	100.0
jgi|Yarlip1|131175|fgenesh1_kg.19_#_144_#_TRINITY_DN10987_c0_g1_i1	gnl|YARROWIA|G1FV3-28984-MONOMER	100.0	100.0
jgi|Yarlip1|131170|fgenesh1_kg.19_#_139_#_TRINITY_DN671_c0_g1_i1	gnl|YARROWIA|G1FV3-28985-MONOMER	100.0	100.0
jgi|Yarlip1|131168|fgenesh1_kg.19_#_137_#_TRINITY_DN3917_c0_g1_i1	gnl|YARROWIA|G1FV3-28987-MONOMER	100.0	100.0
jgi|Yarlip1|131165|fgenesh1_kg.19_#_134_#_TRINITY_DN11380_c0_g1_i1	gnl|YARROWIA|G1FV3-28990-MONOMER	100.0	100.0
jgi|Yarlip1|131159|fgenesh1_kg.19_#_128_#_TRINITY_DN1445_c0_g1_i1	gnl|YARROWIA|G1FV3-28997-MONOMER	100.0	100.0
jgi|Yarlip1|131152|fgenesh1_kg.19_#_121_#_TRINITY_DN1007_c0_g2_i1	gnl|YARROWIA|G1FV3-29002-MONOMER	100.0	100.0
jgi|Yarlip1|131151|fgenesh1_kg.19_#_120_#_TRINITY_DN409_c0_g1_i1	gnl|YARROWIA|G1FV3-29003-MONOMER	100.0	100.0
jgi|Yarlip1|131147|fgenesh1_kg.19_#_116_#_TRINITY_DN3038_c0_g1_i1	gnl|YARROWIA|G1FV3-29006-MONOMER	100.0	100.0
jgi|Yarlip1|130852|fgenesh1_kg.18_#_49_#_TRINITY_DN3282_c0_g1_i1	gnl|YARROWIA|G1FV3-25642-MONOMER	100.0	100.0
jgi|Yarlip1|130848|fgenesh1_kg.18_#_45_#_TRINITY_DN3453_c0_g1_i1	gnl|YARROWIA|G1FV3-25640-MONOMER	100.0	100.0
jgi|Yarlip1|130840|fgenesh1_kg.18_#_37_#_TRINITY_DN2579_c0_g1_i1	gnl|YARROWIA|G1FV3-25635-MONOMER	100.0	100.0
jgi|Yarlip1|130316|fgenesh1_kg.15_#_270_#_TRINITY_DN125_c0_g1_i1	gnl|YARROWIA|G1FV3-28785-MONOMER	100.0	100.0
jgi|Yarlip1|130351|fgenesh1_kg.16_#_16_#_TRINITY_DN3602_c0_g1_i1	gnl|YARROWIA|G1FV3-30925-MONOMER	100.0	100.0
jgi|Yarlip1|130349|fgenesh1_kg.16_#_14_#_TRINITY_DN9970_c0_g1_i1	gnl|YARROWIA|G1FV3-30923-MONOMER	100.0	100.0
jgi|Yarlip1|130347|fgenesh1_kg.16_#_12_#_TRINITY_DN527_c1_g1_i1	gnl|YARROWIA|G1FV3-30922-MONOMER	100.0	100.0
jgi|Yarlip1|130345|fgenesh1_kg.16_#_10_#_TRINITY_DN5101_c0_g1_i1	gnl|YARROWIA|G1FV3-30921-MONOMER	100.0	100.0
jgi|Yarlip1|130344|fgenesh1_kg.16_#_9_#_TRINITY_DN1065_c0_g2_i1	gnl|YARROWIA|G1FV3-30920-MONOMER	100.0	100.0
jgi|Yarlip1|130329|fgenesh1_kg.15_#_283_#_TRINITY_DN821_c0_g1_i1	gnl|YARROWIA|G1FV3-28775-MONOMER	100.0	100.0
jgi|Yarlip1|130326|fgenesh1_kg.15_#_280_#_TRINITY_DN1332_c0_g1_i1	gnl|YARROWIA|G1FV3-28776-MONOMER	100.0	100.0
jgi|Yarlip1|130325|fgenesh1_kg.15_#_279_#_TRINITY_DN6113_c0_g1_i1	gnl|YARROWIA|G1FV3-28777-MONOMER	100.0	100.0
jgi|Yarlip1|130309|fgenesh1_kg.15_#_263_#_TRINITY_DN16_c0_g1_i1	gnl|YARROWIA|G1FV3-28790-MONOMER	100.0	100.0
jgi|Yarlip1|130355|fgenesh1_kg.16_#_20_#_TRINITY_DN2327_c0_g1_i1	gnl|YARROWIA|G1FV3-30928-MONOMER	100.0	100.0
jgi|Yarlip1|130305|fgenesh1_kg.15_#_259_#_TRINITY_DN2854_c0_g2_i1	gnl|YARROWIA|G1FV3-28792-MONOMER	100.0	100.0
jgi|Yarlip1|130305|fgenesh1_kg.15_#_259_#_TRINITY_DN2854_c0_g2_i1	gnl|YARROWIA|G1FV3-26783-MONOMER	100.0	100.0
jgi|Yarlip1|130300|fgenesh1_kg.15_#_254_#_TRINITY_DN826_c0_g2_i1	gnl|YARROWIA|G1FV3-28793-MONOMER	100.0	100.0
jgi|Yarlip1|130298|fgenesh1_kg.15_#_252_#_TRINITY_DN891_c0_g2_i1	gnl|YARROWIA|G1FV3-28794-MONOMER	100.0	100.0
jgi|Yarlip1|130296|fgenesh1_kg.15_#_250_#_TRINITY_DN1247_c0_g2_i1	gnl|YARROWIA|G1FV3-28796-MONOMER	100.0	100.0
jgi|Yarlip1|130292|fgenesh1_kg.15_#_246_#_TRINITY_DN1606_c0_g1_i1	gnl|YARROWIA|G1FV3-28797-MONOMER	100.0	100.0
jgi|Yarlip1|130288|fgenesh1_kg.15_#_242_#_TRINITY_DN8110_c0_g1_i1	gnl|YARROWIA|G1FV3-28798-MONOMER	100.0	100.0
jgi|Yarlip1|130285|fgenesh1_kg.15_#_239_#_TRINITY_DN2348_c0_g1_i1	gnl|YARROWIA|G1FV3-28800-MONOMER	100.0	100.0
jgi|Yarlip1|130353|fgenesh1_kg.16_#_18_#_TRINITY_DN4824_c0_g1_i1	gnl|YARROWIA|G1FV3-30926-MONOMER	100.0	100.0
jgi|Yarlip1|130366|fgenesh1_kg.16_#_31_#_TRINITY_DN10230_c0_g1_i1	gnl|YARROWIA|G1FV3-30941-MONOMER	100.0	100.0
jgi|Yarlip1|130271|fgenesh1_kg.15_#_225_#_TRINITY_DN11134_c0_g1_i1	gnl|YARROWIA|G1FV3-28806-MONOMER	100.0	100.0
jgi|Yarlip1|130442|fgenesh1_kg.16_#_107_#_TRINITY_DN10948_c0_g1_i1	gnl|YARROWIA|G1FV3-31017-MONOMER	100.0	100.0
jgi|Yarlip1|130480|fgenesh1_kg.16_#_145_#_TRINITY_DN6582_c1_g1_i1	gnl|YARROWIA|G1FV3-31038-MONOMER	100.0	100.0
jgi|Yarlip1|130468|fgenesh1_kg.16_#_133_#_TRINITY_DN1104_c0_g1_i1	gnl|YARROWIA|G1FV3-31030-MONOMER	100.0	100.0
jgi|Yarlip1|130467|fgenesh1_kg.16_#_132_#_TRINITY_DN2268_c0_g1_i1	gnl|YARROWIA|G1FV3-31029-MONOMER	100.0	100.0
jgi|Yarlip1|130464|fgenesh1_kg.16_#_129_#_TRINITY_DN2214_c0_g1_i1	gnl|YARROWIA|G1FV3-31028-MONOMER	100.0	100.0
jgi|Yarlip1|130460|fgenesh1_kg.16_#_125_#_TRINITY_DN10009_c0_g1_i1	gnl|YARROWIA|G1FV3-31026-MONOMER	100.0	100.0
jgi|Yarlip1|130457|fgenesh1_kg.16_#_122_#_TRINITY_DN18_c0_g2_i2	gnl|YARROWIA|G1FV3-31024-MONOMER	100.0	100.0
jgi|Yarlip1|130452|fgenesh1_kg.16_#_117_#_TRINITY_DN10791_c0_g1_i1	gnl|YARROWIA|G1FV3-31020-MONOMER	100.0	100.0
jgi|Yarlip1|130445|fgenesh1_kg.16_#_110_#_TRINITY_DN613_c0_g1_i1	gnl|YARROWIA|G1FV3-31019-MONOMER	100.0	100.0
jgi|Yarlip1|130439|fgenesh1_kg.16_#_104_#_TRINITY_DN6841_c0_g1_i1	gnl|YARROWIA|G1FV3-31016-MONOMER	100.0	100.0
jgi|Yarlip1|130370|fgenesh1_kg.16_#_35_#_TRINITY_DN1553_c0_g1_i1	gnl|YARROWIA|G1FV3-30945-MONOMER	100.0	100.0
jgi|Yarlip1|130436|fgenesh1_kg.16_#_101_#_TRINITY_DN68_c0_g1_i2	gnl|YARROWIA|G1FV3-31014-MONOMER	100.0	100.0
jgi|Yarlip1|130433|fgenesh1_kg.16_#_98_#_TRINITY_DN1938_c0_g2_i1	gnl|YARROWIA|G1FV3-31013-MONOMER	100.0	100.0
jgi|Yarlip1|130431|fgenesh1_kg.16_#_96_#_TRINITY_DN11275_c0_g1_i1	gnl|YARROWIA|G1FV3-31010-MONOMER	100.0	100.0
jgi|Yarlip1|130409|fgenesh1_kg.16_#_74_#_TRINITY_DN654_c0_g1_i1	gnl|YARROWIA|G1FV3-30982-MONOMER	100.0	100.0
jgi|Yarlip1|130407|fgenesh1_kg.16_#_72_#_TRINITY_DN2726_c0_g2_i1	gnl|YARROWIA|G1FV3-30981-MONOMER	100.0	100.0
jgi|Yarlip1|130404|fgenesh1_kg.16_#_69_#_TRINITY_DN128_c0_g1_i1	gnl|YARROWIA|G1FV3-30976-MONOMER	100.0	100.0
jgi|Yarlip1|130402|fgenesh1_kg.16_#_67_#_TRINITY_DN11307_c0_g1_i1	gnl|YARROWIA|G1FV3-30974-MONOMER	100.0	100.0
jgi|Yarlip1|130381|fgenesh1_kg.16_#_46_#_TRINITY_DN6757_c0_g1_i1	gnl|YARROWIA|G1FV3-30963-MONOMER	100.0	100.0
jgi|Yarlip1|130283|fgenesh1_kg.15_#_237_#_TRINITY_DN6655_c0_g1_i1	gnl|YARROWIA|G1FV3-28801-MONOMER	100.0	100.0
jgi|Yarlip1|130270|fgenesh1_kg.15_#_224_#_TRINITY_DN1809_c0_g1_i1	gnl|YARROWIA|G1FV3-28807-MONOMER	100.0	100.0
jgi|Yarlip1|130492|fgenesh1_kg.16_#_157_#_TRINITY_DN2508_c0_g1_i1	gnl|YARROWIA|G1FV3-31046-MONOMER	100.0	100.0
jgi|Yarlip1|130078|fgenesh1_kg.15_#_32_#_TRINITY_DN2263_c0_g1_i1	gnl|YARROWIA|G1FV3-28900-MONOMER	100.0	100.0
jgi|Yarlip1|130157|fgenesh1_kg.15_#_111_#_TRINITY_DN7966_c0_g1_i1	gnl|YARROWIA|G1FV3-28864-MONOMER	100.0	100.0
jgi|Yarlip1|130155|fgenesh1_kg.15_#_109_#_TRINITY_DN5138_c1_g1_i1	gnl|YARROWIA|G1FV3-28865-MONOMER	100.0	100.0
jgi|Yarlip1|130125|fgenesh1_kg.15_#_79_#_TRINITY_DN10809_c0_g1_i1	gnl|YARROWIA|G1FV3-28881-MONOMER	100.0	100.0
jgi|Yarlip1|130121|fgenesh1_kg.15_#_75_#_TRINITY_DN2265_c0_g1_i1	gnl|YARROWIA|G1FV3-28885-MONOMER	100.0	100.0
jgi|Yarlip1|130112|fgenesh1_kg.15_#_66_#_TRINITY_DN9590_c0_g1_i1	gnl|YARROWIA|G1FV3-28888-MONOMER	100.0	100.0
jgi|Yarlip1|130105|fgenesh1_kg.15_#_59_#_TRINITY_DN1341_c0_g2_i1	gnl|YARROWIA|G1FV3-28890-MONOMER	100.0	100.0
jgi|Yarlip1|130103|fgenesh1_kg.15_#_57_#_TRINITY_DN2694_c0_g2_i1	gnl|YARROWIA|G1FV3-28891-MONOMER	100.0	100.0
jgi|Yarlip1|130088|fgenesh1_kg.15_#_42_#_TRINITY_DN5018_c0_g1_i1	gnl|YARROWIA|G1FV3-28893-MONOMER	100.0	100.0
jgi|Yarlip1|130075|fgenesh1_kg.15_#_29_#_TRINITY_DN44_c0_g1_i1	gnl|YARROWIA|G1FV3-28901-MONOMER	100.0	100.0
jgi|Yarlip1|130168|fgenesh1_kg.15_#_122_#_TRINITY_DN2435_c0_g3_i1	gnl|YARROWIA|G1FV3-28858-MONOMER	100.0	100.0
jgi|Yarlip1|130074|fgenesh1_kg.15_#_28_#_TRINITY_DN2974_c1_g2_i1	gnl|YARROWIA|G1FV3-28902-MONOMER	100.0	100.0
jgi|Yarlip1|130073|fgenesh1_kg.15_#_27_#_TRINITY_DN2974_c7_g1_i1	gnl|YARROWIA|G1FV3-28904-MONOMER	100.0	100.0
jgi|Yarlip1|130068|fgenesh1_kg.15_#_22_#_TRINITY_DN6230_c0_g1_i1	gnl|YARROWIA|G1FV3-28907-MONOMER	100.0	100.0
jgi|Yarlip1|130067|fgenesh1_kg.15_#_21_#_TRINITY_DN2974_c4_g1_i1	gnl|YARROWIA|G1FV3-28910-MONOMER	100.0	100.0
jgi|Yarlip1|130060|fgenesh1_kg.15_#_14_#_TRINITY_DN3649_c1_g1_i1	gnl|YARROWIA|G1FV3-28915-MONOMER	100.0	100.0
jgi|Yarlip1|130049|fgenesh1_kg.15_#_3_#_TRINITY_DN214_c0_g2_i1	gnl|YARROWIA|G1FV3-28919-MONOMER	100.0	100.0
jgi|Yarlip1|130048|fgenesh1_kg.15_#_2_#_TRINITY_DN3329_c0_g1_i1	gnl|YARROWIA|G1FV3-28920-MONOMER	100.0	100.0
jgi|Yarlip1|130040|fgenesh1_kg.14_#_309_#_TRINITY_DN1028_c0_g2_i1	gnl|YARROWIA|G1FV3-31123-MONOMER	100.0	100.0
jgi|Yarlip1|130160|fgenesh1_kg.15_#_114_#_TRINITY_DN5013_c0_g1_i1	gnl|YARROWIA|G1FV3-28862-MONOMER	100.0	100.0
jgi|Yarlip1|130170|fgenesh1_kg.15_#_124_#_TRINITY_DN4717_c0_g1_i1	gnl|YARROWIA|G1FV3-28856-MONOMER	100.0	100.0
jgi|Yarlip1|130267|fgenesh1_kg.15_#_221_#_TRINITY_DN7917_c0_g1_i1	gnl|YARROWIA|G1FV3-28809-MONOMER	100.0	100.0
jgi|Yarlip1|130232|fgenesh1_kg.15_#_186_#_TRINITY_DN166_c0_g2_i1	gnl|YARROWIA|G1FV3-28821-MONOMER	100.0	100.0
jgi|Yarlip1|130265|fgenesh1_kg.15_#_219_#_TRINITY_DN4688_c0_g1_i1	gnl|YARROWIA|G1FV3-28810-MONOMER	100.0	100.0
jgi|Yarlip1|130264|fgenesh1_kg.15_#_218_#_TRINITY_DN5058_c0_g1_i1	gnl|YARROWIA|G1FV3-28811-MONOMER	100.0	100.0
jgi|Yarlip1|130255|fgenesh1_kg.15_#_209_#_TRINITY_DN2056_c0_g1_i1	gnl|YARROWIA|G1FV3-28813-MONOMER	100.0	100.0
jgi|Yarlip1|130252|fgenesh1_kg.15_#_206_#_TRINITY_DN479_c0_g2_i1	gnl|YARROWIA|G1FV3-28814-MONOMER	100.0	100.0
jgi|Yarlip1|130249|fgenesh1_kg.15_#_203_#_TRINITY_DN499_c0_g1_i1	gnl|YARROWIA|G1FV3-28816-MONOMER	100.0	100.0
jgi|Yarlip1|130247|fgenesh1_kg.15_#_201_#_TRINITY_DN2396_c0_g2_i1	gnl|YARROWIA|G1FV3-28817-MONOMER	100.0	100.0
jgi|Yarlip1|130242|fgenesh1_kg.15_#_196_#_TRINITY_DN433_c0_g2_i1	gnl|YARROWIA|G1FV3-28819-MONOMER	100.0	100.0
jgi|Yarlip1|130237|fgenesh1_kg.15_#_191_#_TRINITY_DN1879_c0_g1_i1	gnl|YARROWIA|G1FV3-28820-MONOMER	100.0	100.0
jgi|Yarlip1|130230|fgenesh1_kg.15_#_184_#_TRINITY_DN7860_c0_g1_i1	gnl|YARROWIA|G1FV3-28823-MONOMER	100.0	100.0
jgi|Yarlip1|130173|fgenesh1_kg.15_#_127_#_TRINITY_DN3158_c0_g1_i1	gnl|YARROWIA|G1FV3-28853-MONOMER	100.0	100.0
jgi|Yarlip1|130226|fgenesh1_kg.15_#_180_#_TRINITY_DN8380_c0_g1_i1	gnl|YARROWIA|G1FV3-28825-MONOMER	100.0	100.0
jgi|Yarlip1|130225|fgenesh1_kg.15_#_179_#_TRINITY_DN11496_c0_g1_i1	gnl|YARROWIA|G1FV3-28826-MONOMER	100.0	100.0
jgi|Yarlip1|130217|fgenesh1_kg.15_#_171_#_TRINITY_DN1914_c0_g1_i1	gnl|YARROWIA|G1FV3-28829-MONOMER	100.0	100.0
jgi|Yarlip1|130215|fgenesh1_kg.15_#_169_#_TRINITY_DN9681_c0_g1_i1	gnl|YARROWIA|G1FV3-28830-MONOMER	100.0	100.0
jgi|Yarlip1|130183|fgenesh1_kg.15_#_137_#_TRINITY_DN5645_c0_g1_i1	gnl|YARROWIA|G1FV3-28843-MONOMER	100.0	100.0
jgi|Yarlip1|130181|fgenesh1_kg.15_#_135_#_TRINITY_DN8406_c0_g1_i1	gnl|YARROWIA|G1FV3-28845-MONOMER	100.0	100.0
jgi|Yarlip1|130180|fgenesh1_kg.15_#_134_#_TRINITY_DN7741_c0_g1_i1	gnl|YARROWIA|G1FV3-28846-MONOMER	100.0	100.0
jgi|Yarlip1|130174|fgenesh1_kg.15_#_128_#_TRINITY_DN1545_c0_g1_i1	gnl|YARROWIA|G1FV3-28852-MONOMER	100.0	100.0
jgi|Yarlip1|130484|fgenesh1_kg.16_#_149_#_TRINITY_DN1234_c0_g1_i1	gnl|YARROWIA|G1FV3-31041-MONOMER	100.0	100.0
jgi|Yarlip1|130499|fgenesh1_kg.16_#_164_#_TRINITY_DN8286_c0_g1_i1	gnl|YARROWIA|G1FV3-31053-MONOMER	100.0	100.0
jgi|Yarlip1|130833|fgenesh1_kg.18_#_30_#_TRINITY_DN2399_c0_g1_i1	gnl|YARROWIA|G1FV3-25634-MONOMER	100.0	100.0
jgi|Yarlip1|130721|fgenesh1_kg.17_#_171_#_TRINITY_DN5371_c0_g1_i1	gnl|YARROWIA|G1FV3-28330-MONOMER	100.0	100.0
jgi|Yarlip1|130752|fgenesh1_kg.17_#_202_#_TRINITY_DN1508_c0_g2_i1	gnl|YARROWIA|G1FV3-28312-MONOMER	100.0	100.0
jgi|Yarlip1|130745|fgenesh1_kg.17_#_195_#_TRINITY_DN203_c0_g1_i1	gnl|YARROWIA|G1FV3-28315-MONOMER	100.0	100.0
jgi|Yarlip1|130738|fgenesh1_kg.17_#_188_#_TRINITY_DN2501_c0_g1_i1	gnl|YARROWIA|G1FV3-28318-MONOMER	100.0	100.0
jgi|Yarlip1|130732|fgenesh1_kg.17_#_182_#_TRINITY_DN2564_c0_g2_i1	gnl|YARROWIA|G1FV3-28321-MONOMER	100.0	100.0
jgi|Yarlip1|130728|fgenesh1_kg.17_#_178_#_TRINITY_DN6551_c0_g1_i1	gnl|YARROWIA|G1FV3-28322-MONOMER	100.0	100.0
jgi|Yarlip1|130727|fgenesh1_kg.17_#_177_#_TRINITY_DN3326_c1_g1_i1	gnl|YARROWIA|G1FV3-28324-MONOMER	100.0	100.0
jgi|Yarlip1|130725|fgenesh1_kg.17_#_175_#_TRINITY_DN8060_c0_g1_i1	gnl|YARROWIA|G1FV3-28327-MONOMER	100.0	100.0
jgi|Yarlip1|130723|fgenesh1_kg.17_#_173_#_TRINITY_DN510_c0_g2_i1	gnl|YARROWIA|G1FV3-28328-MONOMER	100.0	100.0
jgi|Yarlip1|130720|fgenesh1_kg.17_#_170_#_TRINITY_DN6307_c0_g1_i1	gnl|YARROWIA|G1FV3-28331-MONOMER	100.0	100.0
jgi|Yarlip1|130763|fgenesh1_kg.17_#_213_#_TRINITY_DN216_c0_g1_i1	gnl|YARROWIA|G1FV3-28306-MONOMER	100.0	100.0
jgi|Yarlip1|130701|fgenesh1_kg.17_#_151_#_TRINITY_DN1666_c0_g1_i1	gnl|YARROWIA|G1FV3-28339-MONOMER	100.0	100.0
jgi|Yarlip1|130700|fgenesh1_kg.17_#_150_#_TRINITY_DN1666_c1_g1_i1	gnl|YARROWIA|G1FV3-28340-MONOMER	100.0	100.0
jgi|Yarlip1|130697|fgenesh1_kg.17_#_147_#_TRINITY_DN1862_c0_g2_i1	gnl|YARROWIA|G1FV3-28342-MONOMER	100.0	100.0
jgi|Yarlip1|130692|fgenesh1_kg.17_#_142_#_TRINITY_DN11769_c0_g1_i1	gnl|YARROWIA|G1FV3-28345-MONOMER	100.0	100.0
jgi|Yarlip1|130689|fgenesh1_kg.17_#_139_#_TRINITY_DN3345_c0_g1_i1	gnl|YARROWIA|G1FV3-28346-MONOMER	100.0	100.0
jgi|Yarlip1|130685|fgenesh1_kg.17_#_135_#_TRINITY_DN2708_c0_g1_i1	gnl|YARROWIA|G1FV3-28347-MONOMER	100.0	100.0
jgi|Yarlip1|130684|fgenesh1_kg.17_#_134_#_TRINITY_DN11139_c0_g1_i1	gnl|YARROWIA|G1FV3-28348-MONOMER	100.0	100.0
jgi|Yarlip1|130683|fgenesh1_kg.17_#_133_#_TRINITY_DN3590_c0_g1_i1	gnl|YARROWIA|G1FV3-28349-MONOMER	100.0	100.0
jgi|Yarlip1|130754|fgenesh1_kg.17_#_204_#_TRINITY_DN4560_c0_g1_i1	gnl|YARROWIA|G1FV3-28311-MONOMER	100.0	100.0
jgi|Yarlip1|130768|fgenesh1_kg.17_#_218_#_TRINITY_DN1924_c0_g2_i1	gnl|YARROWIA|G1FV3-28305-MONOMER	100.0	100.0
jgi|Yarlip1|130680|fgenesh1_kg.17_#_130_#_TRINITY_DN8034_c0_g1_i1	gnl|YARROWIA|G1FV3-28353-MONOMER	100.0	100.0
jgi|Yarlip1|130807|fgenesh1_kg.18_#_4_#_TRINITY_DN467_c0_g1_i1	gnl|YARROWIA|G1FV3-25619-MONOMER	100.0	100.0
jgi|Yarlip1|130827|fgenesh1_kg.18_#_24_#_TRINITY_DN3020_c0_g1_i1	gnl|YARROWIA|G1FV3-25632-MONOMER	100.0	100.0
jgi|Yarlip1|130823|fgenesh1_kg.18_#_20_#_TRINITY_DN2347_c0_g1_i1	gnl|YARROWIA|G1FV3-25631-MONOMER	100.0	100.0
jgi|Yarlip1|130821|fgenesh1_kg.18_#_18_#_TRINITY_DN6437_c0_g1_i1	gnl|YARROWIA|G1FV3-25630-MONOMER	100.0	100.0
jgi|Yarlip1|130820|fgenesh1_kg.18_#_17_#_TRINITY_DN7039_c0_g1_i1	gnl|YARROWIA|G1FV3-25629-MONOMER	100.0	100.0
jgi|Yarlip1|130818|fgenesh1_kg.18_#_15_#_TRINITY_DN7790_c0_g1_i1	gnl|YARROWIA|G1FV3-25626-MONOMER	100.0	100.0
jgi|Yarlip1|130815|fgenesh1_kg.18_#_12_#_TRINITY_DN705_c0_g1_i1	gnl|YARROWIA|G1FV3-25624-MONOMER	100.0	100.0
jgi|Yarlip1|130814|fgenesh1_kg.18_#_11_#_TRINITY_DN2228_c1_g1_i1	gnl|YARROWIA|G1FV3-25623-MONOMER	100.0	100.0
jgi|Yarlip1|130812|fgenesh1_kg.18_#_9_#_TRINITY_DN2228_c0_g2_i1	gnl|YARROWIA|G1FV3-25622-MONOMER	100.0	100.0
jgi|Yarlip1|130806|fgenesh1_kg.18_#_3_#_TRINITY_DN3626_c0_g1_i1	gnl|YARROWIA|G1FV3-25618-MONOMER	100.0	100.0
jgi|Yarlip1|130775|fgenesh1_kg.17_#_225_#_TRINITY_DN4792_c1_g1_i1	gnl|YARROWIA|G1FV3-28302-MONOMER	100.0	100.0
jgi|Yarlip1|130798|fgenesh1_kg.17_#_248_#_TRINITY_DN9740_c0_g1_i1	gnl|YARROWIA|G1FV3-28288-MONOMER	100.0	100.0
jgi|Yarlip1|130796|fgenesh1_kg.17_#_246_#_TRINITY_DN3289_c0_g1_i1	gnl|YARROWIA|G1FV3-28289-MONOMER	100.0	100.0
jgi|Yarlip1|130795|fgenesh1_kg.17_#_245_#_TRINITY_DN445_c0_g1_i1	gnl|YARROWIA|G1FV3-28290-MONOMER	100.0	100.0
jgi|Yarlip1|130793|fgenesh1_kg.17_#_243_#_TRINITY_DN9700_c0_g1_i1	gnl|YARROWIA|G1FV3-28291-MONOMER	100.0	100.0
jgi|Yarlip1|130792|fgenesh1_kg.17_#_242_#_TRINITY_DN2720_c0_g1_i1	gnl|YARROWIA|G1FV3-28292-MONOMER	100.0	100.0
jgi|Yarlip1|130789|fgenesh1_kg.17_#_239_#_TRINITY_DN7903_c0_g1_i1	gnl|YARROWIA|G1FV3-28293-MONOMER	100.0	100.0
jgi|Yarlip1|130787|fgenesh1_kg.17_#_237_#_TRINITY_DN6335_c0_g1_i1	gnl|YARROWIA|G1FV3-28295-MONOMER	100.0	100.0
jgi|Yarlip1|130784|fgenesh1_kg.17_#_234_#_TRINITY_DN7694_c0_g1_i1	gnl|YARROWIA|G1FV3-28298-MONOMER	100.0	100.0
jgi|Yarlip1|130682|fgenesh1_kg.17_#_132_#_TRINITY_DN3274_c0_g1_i1	gnl|YARROWIA|G1FV3-28351-MONOMER	100.0	100.0
jgi|Yarlip1|130670|fgenesh1_kg.17_#_120_#_TRINITY_DN9736_c0_g1_i1	gnl|YARROWIA|G1FV3-28358-MONOMER	100.0	100.0
jgi|Yarlip1|130507|fgenesh1_kg.16_#_172_#_TRINITY_DN2251_c0_g2_i1	gnl|YARROWIA|G1FV3-31060-MONOMER	100.0	100.0
jgi|Yarlip1|130563|fgenesh1_kg.17_#_13_#_TRINITY_DN9647_c0_g1_i1	gnl|YARROWIA|G1FV3-28423-MONOMER	100.0	100.0
jgi|Yarlip1|130582|fgenesh1_kg.17_#_32_#_TRINITY_DN11340_c0_g1_i1	gnl|YARROWIA|G1FV3-28410-MONOMER	100.0	100.0
jgi|Yarlip1|130577|fgenesh1_kg.17_#_27_#_TRINITY_DN6202_c0_g1_i1	gnl|YARROWIA|G1FV3-28412-MONOMER	100.0	100.0
jgi|Yarlip1|130574|fgenesh1_kg.17_#_24_#_TRINITY_DN1437_c0_g2_i1	gnl|YARROWIA|G1FV3-28414-MONOMER	100.0	100.0
jgi|Yarlip1|130573|fgenesh1_kg.17_#_23_#_TRINITY_DN7774_c0_g1_i1	gnl|YARROWIA|G1FV3-28415-MONOMER	100.0	100.0
jgi|Yarlip1|130572|fgenesh1_kg.17_#_22_#_TRINITY_DN3988_c0_g1_i1	gnl|YARROWIA|G1FV3-28416-MONOMER	100.0	100.0
jgi|Yarlip1|130567|fgenesh1_kg.17_#_17_#_TRINITY_DN4741_c0_g1_i1	gnl|YARROWIA|G1FV3-28419-MONOMER	100.0	100.0
jgi|Yarlip1|130566|fgenesh1_kg.17_#_16_#_TRINITY_DN3202_c0_g1_i1	gnl|YARROWIA|G1FV3-28421-MONOMER	100.0	100.0
jgi|Yarlip1|130565|fgenesh1_kg.17_#_15_#_TRINITY_DN1709_c0_g2_i1	gnl|YARROWIA|G1FV3-28422-MONOMER	100.0	100.0
jgi|Yarlip1|130559|fgenesh1_kg.17_#_9_#_TRINITY_DN1061_c0_g1_i1	gnl|YARROWIA|G1FV3-28427-MONOMER	100.0	100.0
jgi|Yarlip1|130591|fgenesh1_kg.17_#_41_#_TRINITY_DN10371_c0_g1_i1	gnl|YARROWIA|G1FV3-28403-MONOMER	100.0	100.0
jgi|Yarlip1|130558|fgenesh1_kg.17_#_8_#_TRINITY_DN8124_c0_g1_i1	gnl|YARROWIA|G1FV3-28428-MONOMER	100.0	100.0
jgi|Yarlip1|130557|fgenesh1_kg.17_#_7_#_TRINITY_DN3049_c0_g1_i1	gnl|YARROWIA|G1FV3-28429-MONOMER	100.0	100.0
