#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
21972	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	2	173,856,	413,1082,	1.02E-34,1.48E-36
22033	IPR018825	Domain of unknown function DUF2427	HMMPfam	PF10348	Domain of unknown function (DUF2427)	1	26,	126,	4.7E-28
22033	IPR018827	Uncharacterised domain YCR061W, C-terminal	HMMPfam	PF10355	Protein of unknown function (Ytp1)	1	168,	413,	8.3E-82
22352	IPR013724	Spa2 homology (SHD) of GIT	HMMPfam	PF08518	Spa2 homology domain (SHD) of GIT	2	37,87,	65,114,	1.3E-13,3.9E-5
22352	IPR013724	Spa2 homology (SHD) of GIT	SMART	SM00555	Helical motif in the GIT family of ADP-ribosylation factor GTPase-activating proteins	2	37,87,	67,117,	7.8E-7,0.0089
22538	IPR007248	Mpv17/PMP22	HMMPfam	PF04117	Mpv17 / PMP22 family	1	56,	123,	2.5E-13
22759	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	HMMPfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	1	264,	305,	2.0E-10
22759	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	ProSitePatterns	PS00463	Zn(2)-C6 fungal-type DNA-binding domain signature.	1	264,	297,	-
22759	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	ProSiteProfiles	PS50048	Zn(2)-C6 fungal-type DNA-binding domain profile.	1	264,	299,	11.305
22759	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	SMART	SM00066	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain	1	259,	308,	2.0E-10
22759	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	SUPERFAMILY	SSF57701	\N	1	257,	303,	6.93E-12
23789	IPR002156	Ribonuclease H domain	HMMPfam	PF00075	RNase H	1	419,	549,	1.3E-12
23789	IPR002156	Ribonuclease H domain	ProSiteProfiles	PS50879	RNase H domain profile.	1	414,	552,	15.749
23789	IPR012337	Ribonuclease H-like domain	SUPERFAMILY	SSF53098	\N	1	418,	551,	5.69E-19
24130	IPR000219	Dbl homology (DH) domain	HMMPfam	PF00621	RhoGEF domain	1	647,	819,	4.7E-19
24130	IPR001180	Citron-like	HMMPfam	PF00780	CNH domain	1	1085,	1377,	6.5E-55
24130	\N	\N	HMMPfam	PF15405	Pleckstrin homology domain	1	862,	1001,	4.3E-14
24130	IPR001849	Pleckstrin homology domain	ProSiteProfiles	PS50003	PH domain profile.	1	856,	1007,	9.942
24130	IPR000219	Dbl homology (DH) domain	ProSiteProfiles	PS50010	Dbl homology (DH) domain profile.	1	642,	821,	17.716
24130	IPR001180	Citron-like	ProSiteProfiles	PS50219	Citron homology (CNH) domain profile.	1	1075,	1382,	23.663
24130	IPR001180	Citron-like	SMART	SM00036	Domain found in NIK1-like kinases, mouse citron and yeast ROM1, ROM2	1	1076,	1388,	2.3E-4
24130	IPR001849	Pleckstrin homology domain	SMART	SM00233	Pleckstrin homology domain.	1	857,	1009,	8.7E-11
24130	IPR000219	Dbl homology (DH) domain	SMART	SM00325	Guanine nucleotide exchange factor for Rho/Rac/Cdc42-like GTPases	1	646,	820,	1.1E-18
24130	IPR000219	Dbl homology (DH) domain	SUPERFAMILY	SSF48065	\N	1	626,	842,	1.57E-34
24130	\N	\N	SUPERFAMILY	SSF50729	\N	2	839,973,	923,1010,	2.31E-11,2.31E-11
24426	IPR007716	NPL4, zinc-binding putative	HMMPfam	PF05020	NPL4 family, putative zinc binding region	1	106,	251,	5.4E-63
24426	IPR007717	Nuclear pore localisation protein NPL4	HMMPfam	PF05021	NPL4 family	1	253,	563,	4.5E-109
24426	IPR016563	Polyubiquitin-tagged protein recognition complex, Npl4 component	PIRSF	PIRSF010052	\N	1	1,	563,	574.0
25059	IPR003439	ABC transporter-like	HMMPfam	PF00005	ABC transporter	1	708,	859,	6.2E-21
25059	IPR011527	ABC transporter type 1, transmembrane domain	HMMPfam	PF00664	ABC transporter transmembrane region	2	467,1071,	640,1321,	9.8E-17,5.1E-32
25059	IPR017871	ABC transporter, conserved site	ProSitePatterns	PS00211	ABC transporters family signature.	1	832,	846,	-
25059	IPR003439	ABC transporter-like	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	1	690,	932,	22.069
25059	IPR011527	ABC transporter type 1, transmembrane domain	ProSiteProfiles	PS50929	ABC transporter integral membrane type-1 fused domain profile.	2	351,1013,	655,1331,	31.018,33.295
25059	IPR003593	AAA+ ATPase domain	SMART	SM00382	ATPases associated with a variety of cellular activities	1	717,	909,	1.2E-8
25059	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	687,	922,	8.44E-51
25059	IPR011527	ABC transporter type 1, transmembrane domain	SUPERFAMILY	SSF90123	\N	3	327,462,1066,	429,663,1354,	1.83E-31,1.83E-31,7.32E-53
25298	IPR021582	Altered inheritance of mitochondria protein 21	HMMPfam	PF11489	Protein of unknown function (DUF3210)	1	211,	928,	9.3E-126
25312	IPR011701	Major facilitator superfamily	HMMPfam	PF07690	Major Facilitator Superfamily	1	71,	344,	1.0E-20
25312	IPR020846	Major facilitator superfamily domain	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	1	330,	522,	10.505
25312	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	2	51,309,	272,517,	2.75E-57,2.75E-57
25352	IPR007259	Gamma-tubulin complex component protein	HMMPfam	PF04130	Spc97 / Spc98 family	1	157,	652,	1.8E-99
25466	IPR022533	Cox20/FAM36A	HMMPfam	PF12597	Protein of unknown function (DUF3767)	1	70,	172,	1.7E-35
25466	IPR016529	Cytochrome oxidase biogenesis protein, Cox20 subunit	PIRSF	PIRSF007871	\N	1	2,	175,	164.0
25466	IPR023242	FAM36A	PRINTS	PR02049	Protein family FAM36A signature	3	91,129,161,	106,148,175,	2.8E-6,2.8E-6,2.8E-6
25477	IPR001440	Tetratricopeptide TPR1	HMMPfam	PF00515	Tetratricopeptide repeat	1	173,	201,	0.042
25477	\N	\N	HMMPfam	PF13414	TPR repeat	1	103,	169,	8.5E-18
25477	IPR019734	Tetratricopeptide repeat	ProSiteProfiles	PS50005	TPR repeat profile.	3	104,138,172,	137,171,205,	8.408,7.67,8.762
25477	IPR013026	Tetratricopeptide repeat-containing domain	ProSiteProfiles	PS50293	TPR repeat region circular profile.	1	104,	205,	20.848
25477	IPR019734	Tetratricopeptide repeat	SMART	SM00028	Tetratricopeptide repeats	3	104,138,172,	137,171,205,	0.041,3.3E-4,0.1
25477	\N	\N	SUPERFAMILY	SSF48452	\N	1	103,	206,	8.54E-31
25873	IPR001461	Aspartic peptidase	HMMPfam	PF00026	Eukaryotic aspartyl protease	1	49,	347,	3.4E-57
25873	IPR001461	Aspartic peptidase	PRINTS	PR00792	Pepsin (A1) aspartic protease family signature	4	55,183,231,321,	75,196,242,336,	5.9E-18,5.9E-18,5.9E-18,5.9E-18
25873	IPR001969	Aspartic peptidase, active site	ProSitePatterns	PS00141	Eukaryotic and viral aspartyl proteases active site.	1	64,	75,	-
25873	IPR021109	Aspartic peptidase domain	SUPERFAMILY	SSF50630	\N	1	41,	355,	1.58E-74
26546	IPR004130	GPN-loop GTPase	HMMPfam	PF03029	Conserved hypothetical ATP binding protein	1	23,	277,	1.3E-76
26546	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	19,	277,	1.6E-43
26841	IPR003342	Glycosyl transferase, family 39	HMMPfam	PF02366	Dolichyl-phosphate-mannose-protein mannosyltransferase	1	87,	326,	4.3E-42
26841	IPR016093	MIR motif	HMMPfam	PF02815	MIR domain	1	374,	550,	2.6E-39
26841	IPR016093	MIR motif	ProSiteProfiles	PS50919	MIR domain profile.	3	355,419,488,	408,478,544,	13.938,14.329,12.127
26841	IPR016093	MIR motif	SMART	SM00472	Domain in ryanodine and inositol trisphosphate receptors and protein O-mannosyltransferases	3	355,419,489,	408,478,544,	5.6E-11,1.1E-8,2.2E-8
26841	IPR016093	MIR motif	SUPERFAMILY	SSF82109	\N	1	356,	542,	4.19E-51
26973	IPR015425	Formin, FH2 domain	HMMPfam	PF02181	Formin Homology 2 Domain	1	1138,	1523,	1.7E-76
26973	IPR010472	Formin, FH3 domain	HMMPfam	PF06367	Diaphanous FH3 Domain	1	414,	609,	2.2E-50
26973	IPR010473	Formin, GTPase-binding domain	HMMPfam	PF06371	Diaphanous GTPase-binding Domain	1	189,	385,	3.4E-62
26973	\N	\N	PRINTS	PR01217	Proline rich extensin signature	4	1025,1043,1063,1089,	1037,1059,1075,1110,	3.7E-10,3.7E-10,3.7E-10,3.7E-10
26973	IPR014768	Formin, GTPase-binding and FH3 domain	ProSiteProfiles	PS51232	Rho GTPase-binding/formin homology 3 (GBD/FH3) domain profile.	1	188,	594,	33.709
26973	IPR015425	Formin, FH2 domain	ProSiteProfiles	PS51444	Formin homology-2 (FH2) domain profile.	1	1133,	1549,	48.902
26973	IPR015425	Formin, FH2 domain	SMART	SM00498	Formin Homology 2 Domain	1	1133,	1596,	4.6E-87
26973	\N	\N	SUPERFAMILY	SSF101447	\N	2	1091,1146,	1100,1543,	2.88E-102,2.88E-102
26973	IPR016024	Armadillo-type fold	SUPERFAMILY	SSF48371	\N	2	196,447,	420,597,	2.79E-89,2.79E-89
27093	IPR000631	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	HMMPfam	PF01256	Carbohydrate kinase	1	3,	253,	9.8E-42
27093	IPR017953	Carbohydrate kinase, predicted, conserved site	ProSitePatterns	PS01050	YjeF C-terminal domain signature 2.	1	181,	191,	-
27093	IPR000631	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	ProSiteProfiles	PS51383	YjeF C-terminal domain profile.	1	1,	260,	55.659
27093	IPR029056	Ribokinase-like	SUPERFAMILY	SSF53613	\N	1	3,	259,	6.22E-41
27869	IPR000504	RNA recognition motif domain	HMMPfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1	202,	256,	1.1E-10
27869	IPR018835	RNA-binding domain, putative	HMMPfam	PF10378	Putative RRM domain	1	2,	31,	1.3E-6
27869	\N	\N	HMMPfam	PF14259	RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)	1	111,	176,	1.4E-5
27869	IPR000504	RNA recognition motif domain	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	2	109,200,	182,281,	11.725,13.345
27869	IPR000504	RNA recognition motif domain	SMART	SM00360	RNA recognition motif	2	110,201,	178,269,	7.0E-7,1.5E-10
27869	\N	\N	SUPERFAMILY	SSF54928	\N	3	96,199,330,	187,281,352,	1.61E-15,2.27E-15,2.27E-15
28212	IPR002882	LPPG:FO 2-phospho-L-lactate transferase CofD/UPF0052	HMMPfam	PF01933	Uncharacterised protein family UPF0052	1	4,	369,	2.0E-53
28212	\N	\N	SUPERFAMILY	SSF142338	\N	3	4,135,269,	84,206,441,	2.79E-59,2.79E-59,2.79E-59
28278	IPR014012	Helicase/SANT-associated, DNA binding	HMMPfam	PF07529	HSA	1	196,	256,	5.1E-23
28278	\N	\N	HMMPfam	PF13921	Myb-like DNA-binding domain	1	476,	531,	2.9E-8
28278	IPR017877	Myb-like domain	ProSiteProfiles	PS50090	Myb-like domain profile.	1	473,	527,	6.841
28278	IPR014012	Helicase/SANT-associated, DNA binding	ProSiteProfiles	PS51204	HSA domain profile.	1	195,	276,	18.906
28278	IPR013999	HAS subgroup	SMART	SM00573	domain in helicases and associated with SANT domains	1	196,	270,	3.3E-12
28278	IPR001005	SANT/Myb domain	SMART	SM00717	SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains	1	469,	529,	7.1E-5
28278	IPR009057	Homeodomain-like	SUPERFAMILY	SSF46689	\N	1	468,	526,	3.83E-6
28539	IPR013500	DNA topoisomerase I, catalytic core, eukaryotic-type	HMMPfam	PF01028	Eukaryotic DNA topoisomerase I, catalytic core	1	357,	583,	9.0E-84
28539	IPR008336	DNA topoisomerase I, DNA binding, eukaryotic-type	HMMPfam	PF02919	Eukaryotic DNA topoisomerase I, DNA binding fragment	1	133,	355,	1.9E-101
28539	IPR025834	Topoisomerase I C-terminal domain	HMMPfam	PF14370	C-terminal topoisomerase domain	1	690,	760,	9.6E-32
28539	IPR001631	DNA topoisomerase I	PRINTS	PR00416	Eukaryotic DNA topoisomerase I signature	6	286,400,423,445,504,712,	295,419,437,461,518,723,	2.7E-48,2.7E-48,2.7E-48,2.7E-48,2.7E-48,2.7E-48
28539	IPR018521	DNA topoisomerase I, active site	ProSitePatterns	PS00176	Eukaryotic DNA topoisomerase I active site.	1	705,	723,	-
28539	IPR013499	DNA topoisomerase I, eukaryotic-type	SMART	SM00435	DNA Topoisomerase I (eukaryota)	1	286,	732,	4.0E-296
28539	IPR011010	DNA breaking-rejoining enzyme, catalytic core	SUPERFAMILY	SSF56349	\N	2	358,707,	560,759,	9.62E-87,9.62E-87
28539	IPR008336	DNA topoisomerase I, DNA binding, eukaryotic-type	SUPERFAMILY	SSF56741	\N	1	120,	355,	1.44E-105
28994	IPR028124	Small acidic protein-like domain	HMMPfam	PF15477	Small acidic protein family	1	131,	186,	3.0E-12
30091	IPR001932	Protein phosphatase 2C (PP2C)-like domain	HMMPfam	PF00481	Protein phosphatase 2C	2	39,199,	165,331,	3.3E-10,6.2E-44
30091	IPR000222	Protein phosphatase 2C, manganese/magnesium aspartate binding site	ProSitePatterns	PS01032	Protein phosphatase 2C signature.	1	69,	77,	-
30091	IPR001932	Protein phosphatase 2C (PP2C)-like domain	SMART	SM00332	Serine/threonine phosphatases, family 2C, catalytic domain	1	26,	337,	1.3E-69
30091	IPR001932	Protein phosphatase 2C (PP2C)-like domain	SUPERFAMILY	SSF81606	\N	3	30,130,200,	103,167,339,	2.09E-66,2.09E-66,2.09E-66
30274	IPR001623	DnaJ domain	HMMPfam	PF00226	DnaJ domain	1	32,	93,	6.9E-16
30274	IPR001623	DnaJ domain	PRINTS	PR00625	DnaJ domain signature	3	34,52,68,	52,67,88,	2.4E-7,2.4E-7,2.4E-7
30274	IPR001623	DnaJ domain	ProSiteProfiles	PS50076	dnaJ domain profile.	1	32,	96,	13.115
30274	IPR001623	DnaJ domain	SMART	SM00271	DnaJ molecular chaperone homology domain	1	31,	88,	4.1E-10
30274	IPR001623	DnaJ domain	SUPERFAMILY	SSF46565	\N	1	9,	90,	1.7E-16
30995	IPR004821	Cytidyltransferase-like domain	HMMPfam	PF01467	Cytidylyltransferase	1	217,	266,	3.3E-5
30995	\N	\N	SUPERFAMILY	SSF52374	\N	1	213,	363,	7.68E-14
31035	IPR013640	VPS4-associated protein 1	HMMPfam	PF08432	AAA-ATPase Vps4-associated protein 1	1	3,	165,	1.6E-42
31525	IPR018108	Mitochondrial substrate/solute carrier	HMMPfam	PF00153	Mitochondrial carrier protein	3	10,107,226,	97,219,315,	1.3E-23,4.0E-17,1.0E-24
31525	IPR002067	Mitochondrial carrier protein	PRINTS	PR00926	Mitochondrial carrier protein signature	3	12,25,234,	25,39,256,	1.8E-5,1.8E-5,1.8E-5
31525	IPR018108	Mitochondrial substrate/solute carrier	ProSiteProfiles	PS50920	Solute carrier (Solcar) repeat profile.	3	7,106,225,	94,215,314,	24.165,18.351,21.14
31525	IPR023395	Mitochondrial carrier domain	SUPERFAMILY	SSF103506	\N	1	7,	311,	3.53E-74
31746	IPR000719	Protein kinase domain	HMMPfam	PF00069	Protein kinase domain	1	87,	335,	8.3E-66
31746	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	1	89,	112,	-
31746	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	1	83,	336,	45.969
31746	IPR002290	Serine/threonine/dual specificity protein kinase, catalytic  domain	SMART	SM00220	Serine/Threonine protein kinases, catalytic domain	1	83,	336,	5.1E-85
31746	IPR011009	Protein kinase-like domain	SUPERFAMILY	SSF56112	\N	2	88,458,	337,510,	8.09E-81,8.09E-81
31930	IPR004299	Membrane bound O-acyl transferase, MBOAT	HMMPfam	PF03062	MBOAT, membrane-bound O-acyltransferase family	1	287,	516,	1.9E-16
31930	IPR014371	Sterol O-acyltransferase, ACAT/DAG/ARE types	PIRSF	PIRSF000439	\N	1	4,	526,	533.0
32155	IPR001296	Glycosyl transferase, family 1	HMMPfam	PF00534	Glycosyl transferases group 1	1	380,	520,	9.0E-15
32155	\N	\N	SUPERFAMILY	SSF53756	\N	2	142,542,	511,610,	6.28E-34,6.28E-34
32630	IPR003959	ATPase, AAA-type, core	HMMPfam	PF00004	ATPase family associated with various cellular activities (AAA)	1	371,	510,	2.2E-14
32630	IPR001025	Bromo adjacent homology (BAH) domain	HMMPfam	PF01426	BAH domain	1	34,	155,	5.3E-6
32630	IPR007111	NACHT nucleoside triphosphatase	ProSiteProfiles	PS50837	NACHT-NTPase domain profile.	1	368,	490,	11.156
32630	IPR001025	Bromo adjacent homology (BAH) domain	ProSiteProfiles	PS51038	BAH domain profile.	1	34,	161,	10.659
32630	IPR003593	AAA+ ATPase domain	SMART	SM00382	ATPases associated with a variety of cellular activities	1	366,	516,	1.7E-7
32630	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	334,	589,	5.95E-35
32630	\N	\N	SUPERFAMILY	SSF82061	\N	1	16,	170,	4.05E-12
32971	\N	\N	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	1,	34,	5.0
33119	IPR014844	PalH/RIM21	HMMPfam	PF08733	PalH/RIM21	1	43,	380,	6.4E-105
33165	IPR006553	Leucine-rich repeat, cysteine-containing subtype	SMART	SM00367	Leucine-rich repeat - CC (cysteine-containing) subfamily	11	185,211,237,263,289,343,369,395,421,447,475,	210,236,262,288,318,368,394,420,446,471,500,	0.68,69.0,41.0,6.6,550.0,47.0,4.0E-4,0.18,4.1E-4,0.0015,80.0
33165	\N	\N	SUPERFAMILY	SSF52047	\N	2	158,540,	511,549,	4.32E-41,4.32E-41
33165	IPR001810	F-box domain	SUPERFAMILY	SSF81383	\N	1	87,	145,	6.15E-6
33363	IPR001806	Small GTPase superfamily	HMMPfam	PF00071	Ras family	1	11,	182,	6.8E-57
33363	IPR001806	Small GTPase superfamily	PRINTS	PR00449	Transforming protein P21 ras signature	5	10,33,50,112,160,	31,49,72,125,182,	4.4E-34,4.4E-34,4.4E-34,4.4E-34,4.4E-34
33363	IPR003578	Small GTPase superfamily, Rho type	ProSiteProfiles	PS51420	small GTPase Rho family profile.	1	3,	182,	27.141
33363	IPR020849	Small GTPase superfamily, Ras type	SMART	SM00173	Ras subfamily of RAS small GTPases	1	7,	185,	8.9E-24
33363	IPR003578	Small GTPase superfamily, Rho type	SMART	SM00174	Rho (Ras homology) subfamily of Ras-like small GTPases	1	12,	185,	3.0E-126
33363	IPR003579	Small GTPase superfamily, Rab type	SMART	SM00175	Rab subfamily of small GTPases	1	11,	185,	1.9E-26
33363	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	10,	182,	6.8E-57
33363	IPR005225	Small GTP-binding protein domain	TIGRFAM	TIGR00231	small_GTP: small GTP-binding protein domain	1	10,	163,	1.1E-36
33527	IPR000719	Protein kinase domain	HMMPfam	PF00069	Protein kinase domain	1	20,	308,	2.1E-73
33527	IPR008352	Mitogen-activated protein (MAP) kinase, p38	PRINTS	PR01773	P38 MAP kinase signature	2	270,307,	283,317,	2.4E-5,2.4E-5
33527	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	1	26,	50,	-
33527	IPR008271	Serine/threonine-protein kinase, active site	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	1	140,	152,	-
33527	IPR003527	Mitogen-activated protein (MAP) kinase, conserved site	ProSitePatterns	PS01351	MAP kinase signature.	1	54,	156,	-
33527	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	1	20,	308,	45.573
33527	IPR002290	Serine/threonine/dual specificity protein kinase, catalytic  domain	SMART	SM00220	Serine/Threonine protein kinases, catalytic domain	1	20,	308,	3.2E-98
33527	IPR011009	Protein kinase-like domain	SUPERFAMILY	SSF56112	\N	1	13,	316,	5.46E-97
33746	IPR000504	RNA recognition motif domain	HMMPfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	2	332,448,	399,517,	6.1E-13,4.4E-19
33746	\N	\N	HMMPfam	PF13893	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1	640,	686,	2.0E-5
33746	IPR000504	RNA recognition motif domain	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	2	330,446,	406,523,	15.869,18.052
33746	IPR000504	RNA recognition motif domain	SMART	SM00360	RNA recognition motif	3	331,447,610,	402,519,687,	1.4E-15,2.5E-26,0.027
33746	\N	\N	SUPERFAMILY	SSF54928	\N	3	323,446,616,	410,533,691,	3.9E-18,2.39E-30,2.39E-30
33746	IPR006509	Splicing factor, RBM39-like	TIGRFAM	TIGR01622	SF-CC1: splicing factor, CC1-like family	1	224,	696,	1.7E-90
34515	IPR001128	Cytochrome P450	HMMPfam	PF00067	Cytochrome P450	1	67,	500,	2.6E-60
34515	IPR001128	Cytochrome P450	PRINTS	PR00385	P450 superfamily signature	4	312,368,453,462,	329,379,462,473,	1.8E-13,1.8E-13,1.8E-13,1.8E-13
34515	IPR002402	Cytochrome P450, E-class, group II	PRINTS	PR00464	Group II E-class P450 signature	3	136,187,410,	156,205,425,	5.8E-8,5.8E-8,5.8E-8
34515	IPR002974	Cytochrome P450, E-class, CYP52	PRINTS	PR01239	CYP52 P450 protein signature	4	110,148,262,393,	132,166,282,409,	7.2E-37,7.2E-37,7.2E-37,7.2E-37
34515	IPR017972	Cytochrome P450, conserved site	ProSitePatterns	PS00086	Cytochrome P450 cysteine heme-iron ligand signature.	1	455,	464,	-
34515	IPR001128	Cytochrome P450	SUPERFAMILY	SSF48264	\N	1	74,	514,	3.93E-94
34599	IPR018823	Domain of unknown function DUF2422	HMMPfam	PF10337	Protein of unknown function (DUF2422)	1	28,	444,	1.1E-26
34599	\N	\N	HMMPfam	PF13515	Fusaric acid resistance protein-like	1	679,	811,	2.1E-10
34726	IPR011701	Major facilitator superfamily	HMMPfam	PF07690	Major Facilitator Superfamily	1	34,	201,	2.0E-14
34726	IPR001958	Tetracycline resistance protein, TetA/multidrug resistance protein MdtG	PRINTS	PR01035	Tetracycline resistance protein signature	6	38,67,95,120,155,185,	55,87,116,140,178,204,	6.7E-70,6.7E-70,6.7E-70,6.7E-70,6.7E-70,6.7E-70
34726	IPR020846	Major facilitator superfamily domain	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	1	1,	205,	8.57
34726	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	1	19,	204,	2.88E-22
34743	IPR000555	JAB1/MPN/MOV34 metalloenzyme domain	HMMPfam	PF01398	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	1	18,	110,	1.1E-15
34743	IPR024969	Rpn11/EIF3F C-terminal domain	HMMPfam	PF13012	Maintenance of mitochondrial structure and function	1	193,	291,	1.2E-13
34743	IPR000555	JAB1/MPN/MOV34 metalloenzyme domain	SMART	SM00232	JAB/MPN domain	1	19,	152,	1.8E-10
35179	IPR000424	Primosome PriB/single-strand DNA-binding	HMMPfam	PF00436	Single-strand binding protein family	1	19,	103,	9.2E-13
35179	IPR000424	Primosome PriB/single-strand DNA-binding	ProSiteProfiles	PS50935	Single-strand binding (SSB) domain profile.	1	17,	117,	13.215
35179	IPR012340	Nucleic acid-binding, OB-fold	SUPERFAMILY	SSF50249	\N	1	19,	121,	1.71E-13
35712	IPR000420	Yeast PIR protein repeat	HMMPfam	PF00399	Yeast PIR protein repeat	1	193,	208,	3.9E-6
35712	IPR025928	Flocculin type 3 repeat	HMMPfam	PF13928	Flocculin type 3 repeat	1	158,	177,	2.4E-6
35712	IPR000420	Yeast PIR protein repeat	ProSiteProfiles	PS50256	Yeast PIR proteins repeats profile.	1	192,	210,	9.798
36391	IPR014808	DNA replication factor Dna2, N-terminal	HMMPfam	PF08696	DNA replication factor Dna2	1	360,	577,	5.3E-64
