#proteinId	gotermId	goName	gotermType	goAcc
548	2623	serine carboxypeptidase activity	molecular_function	GO:0004185
82266	3827	intracellular	cellular_component	GO:0005622
82266	4025	ribosome	cellular_component	GO:0005840
82266	4556	translation	biological_process	GO:0006412
82299	10973	cyclohexanone monooxygenase activity	molecular_function	GO:0018667
82310	2700	subtilase activity	molecular_function	GO:0004289
82310	4639	proteolysis	biological_process	GO:0006508
82310	2687	cerevisin activity	molecular_function	GO:0004262
82315	3727	protein binding	molecular_function	GO:0005515
82363	2175	nucleic acid binding	molecular_function	GO:0003676
82363	2914	ribonuclease H activity	molecular_function	GO:0004523
82460	2980	phosphatidate cytidylyltransferase activity	molecular_function	GO:0004605
82460	6286	phospholipid biosynthetic process	biological_process	GO:0008654
82460	9320	membrane	cellular_component	GO:0016020
82485	4283	electron transport	biological_process	GO:0006118
82485	9710	oxidoreductase activity	molecular_function	GO:0016491
82485	6002	gamma-butyrobetaine dioxygenase activity	molecular_function	GO:0008336
82569	162	nucleotide binding	molecular_function	GO:0000166
82569	3184	lysine-tRNA ligase activity	molecular_function	GO:0004824
82569	3736	ATP binding	molecular_function	GO:0005524
82569	3930	cytoplasm	cellular_component	GO:0005737
82569	4556	translation	biological_process	GO:0006412
82569	4573	lysyl-tRNA aminoacylation	biological_process	GO:0006430
82569	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
82569	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
82569	2175	nucleic acid binding	molecular_function	GO:0003676
82572	3727	protein binding	molecular_function	GO:0005515
82630	2176	DNA binding	molecular_function	GO:0003677
82630	3736	ATP binding	molecular_function	GO:0005524
82630	2175	nucleic acid binding	molecular_function	GO:0003676
82630	2792	helicase activity	molecular_function	GO:0004386
82680	2658	metalloendopeptidase activity	molecular_function	GO:0004222
82680	4639	proteolysis	biological_process	GO:0006508
82680	2677	saccharolysin activity	molecular_function	GO:0004247
82730	3727	protein binding	molecular_function	GO:0005515
82730	5939	zinc ion binding	molecular_function	GO:0008270
82780	2175	nucleic acid binding	molecular_function	GO:0003676
82780	2792	helicase activity	molecular_function	GO:0004386
82780	3736	ATP binding	molecular_function	GO:0005524
82780	162	nucleotide binding	molecular_function	GO:0000166
82780	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
82780	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
82846	9907	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	molecular_function	GO:0016706
82846	11802	protein metabolic process	biological_process	GO:0019538
82909	9320	membrane	cellular_component	GO:0016020
82972	3737	GTP binding	molecular_function	GO:0005525
82972	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
82972	2378	GTPase activity	molecular_function	GO:0003924
82972	3727	protein binding	molecular_function	GO:0005515
82972	4994	intracellular protein transport	biological_process	GO:0006886
82972	5019	nucleocytoplasmic transport	biological_process	GO:0006913
82972	5250	signal transduction	biological_process	GO:0007165
82972	3827	intracellular	cellular_component	GO:0005622
82972	8400	protein transport	biological_process	GO:0015031
83041	2470	alcohol O-acetyltransferase activity	molecular_function	GO:0004026
83041	4234	alcohol metabolic process	biological_process	GO:0006066
83326	3737	GTP binding	molecular_function	GO:0005525
83326	2378	GTPase activity	molecular_function	GO:0003924
83326	6200	dynamin GTPase activity	molecular_function	GO:0008549
83429	2956	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	molecular_function	GO:0004579
83429	3978	endoplasmic reticulum membrane	cellular_component	GO:0005789
83429	5920	oligosaccharyl transferase complex	cellular_component	GO:0008250
83429	10614	protein amino acid N-linked glycosylation via asparagine	biological_process	GO:0018279
83433	2176	DNA binding	molecular_function	GO:0003677
83433	2196	transcription factor activity	molecular_function	GO:0003700
83433	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
83569	3736	ATP binding	molecular_function	GO:0005524
83569	10082	ATPase activity	molecular_function	GO:0016887
83569	162	nucleotide binding	molecular_function	GO:0000166
83569	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
83569	4927	transport	biological_process	GO:0006810
83569	9321	integral to membrane	cellular_component	GO:0016021
83569	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
83569	6209	xenobiotic-transporting ATPase activity	molecular_function	GO:0008559
83593	2290	catalytic activity	molecular_function	GO:0003824
83593	6151	mannan endo-1,6-alpha-mannosidase activity	molecular_function	GO:0008496
83627	2531	carbonate dehydratase activity	molecular_function	GO:0004089
83627	5939	zinc ion binding	molecular_function	GO:0008270
83627	9282	carbon utilization	biological_process	GO:0015976
83681	4639	proteolysis	biological_process	GO:0006508
83681	5909	metallopeptidase activity	molecular_function	GO:0008237
83681	9985	hydrolase activity	molecular_function	GO:0016787
83681	21401	protein dimerization activity	molecular_function	GO:0046983
83760	7744	FMN binding	molecular_function	GO:0010181
83760	9710	oxidoreductase activity	molecular_function	GO:0016491
83760	2412	NADPH dehydrogenase activity	molecular_function	GO:0003959
83772	3727	protein binding	molecular_function	GO:0005515
83772	5939	zinc ion binding	molecular_function	GO:0008270
83779	5830	metabolic process	biological_process	GO:0008152
83779	6579	phosphoglycolate phosphatase activity	molecular_function	GO:0008967
83779	888	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	molecular_function	GO:0001668
83779	5817	protein tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0008138
83779	5996	protein tyrosine/threonine phosphatase activity	molecular_function	GO:0008330
83779	6224	JUN kinase phosphatase activity	molecular_function	GO:0008579
83779	6581	phosphohistidine phosphatase activity	molecular_function	GO:0008969
83779	9583	inositol bisphosphate phosphatase activity	molecular_function	GO:0016312
83779	10185	MAP kinase tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0017017
83779	10316	inositol-1,3,4-trisphosphate 4-phosphatase activity	molecular_function	GO:0017161
83779	11454	alpha-ribazole-5'-P phosphatase activity	molecular_function	GO:0019175
83779	11457	NADP phosphatase activity	molecular_function	GO:0019178
83779	11471	transmembrane receptor protein phosphatase activity	molecular_function	GO:0019198
83779	13238	inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity	molecular_function	GO:0030351
83779	13239	inositol-1,4,5,6-tetrakisphosphate 6-phosphatase activity	molecular_function	GO:0030352
83779	19191	5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity	molecular_function	GO:0043726
83779	19276	phosphatidylinositol-4-phosphate phosphatase activity	molecular_function	GO:0043812
83779	19277	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity	molecular_function	GO:0043813
83923	2528	carbamoyl-phosphate synthase activity	molecular_function	GO:0004086
83923	4924	nitrogen compound metabolic process	biological_process	GO:0006807
83923	2530	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	molecular_function	GO:0004088
83939	3838	nucleus	cellular_component	GO:0005634
83939	4440	DNA repair	biological_process	GO:0006281
83939	5766	phosphoric diester hydrolase activity	molecular_function	GO:0008081
83939	2551	cyclic-nucleotide phosphodiesterase activity	molecular_function	GO:0004112
83939	2554	3',5'-cyclic-AMP phosphodiesterase activity	molecular_function	GO:0004115
83939	2555	calmodulin-dependent cyclic-nucleotide phosphodiesterase activity	molecular_function	GO:0004117
83939	2556	cGMP-stimulated cyclic-nucleotide phosphodiesterase activity	molecular_function	GO:0004118
83939	2557	cGMP-inhibited cyclic-nucleotide phosphodiesterase activity	molecular_function	GO:0004119
83939	2558	photoreceptor cyclic-nucleotide phosphodiesterase activity	molecular_function	GO:0004120
83939	2829	inositol or phosphatidylinositol phosphodiesterase activity	molecular_function	GO:0004434
83939	4135	cyclic-nucleotide phosphodiesterase complex	cellular_component	GO:0005966
83946	2976	peroxidase activity	molecular_function	GO:0004601
83946	4283	electron transport	biological_process	GO:0006118
83946	5077	response to oxidative stress	biological_process	GO:0006979
83946	12251	heme binding	molecular_function	GO:0020037
83946	6043	thioredoxin peroxidase activity	molecular_function	GO:0008379
83946	9895	secretory plant peroxidase activity	molecular_function	GO:0016693
83946	12056	bromide peroxidase activity	molecular_function	GO:0019806
84021	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
84021	4143	carbohydrate metabolic process	biological_process	GO:0005975
84021	2744	glucan 1,3-beta-glucosidase activity	molecular_function	GO:0004338
84025	3546	transporter activity	molecular_function	GO:0005215
84025	4927	transport	biological_process	GO:0006810
84025	9321	integral to membrane	cellular_component	GO:0016021
84139	609	origin recognition complex	cellular_component	GO:0000808
84139	3838	nucleus	cellular_component	GO:0005634
84139	4421	DNA replication	biological_process	GO:0006260
84140	3727	protein binding	molecular_function	GO:0005515
84140	13949	septin complex	cellular_component	GO:0031105
84237	3708	binding	molecular_function	GO:0005488
84250	8400	protein transport	biological_process	GO:0015031
84273	3546	transporter activity	molecular_function	GO:0005215
84273	4970	oligopeptide transport	biological_process	GO:0006857
84273	9320	membrane	cellular_component	GO:0016020
84312	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
84312	4758	lipid metabolic process	biological_process	GO:0006629
84338	2890	flavin-containing monooxygenase activity	molecular_function	GO:0004499
84338	23919	FAD binding	molecular_function	GO:0050660
84338	23920	NADP binding	molecular_function	GO:0050661
84406	3708	binding	molecular_function	GO:0005488
84412	3737	GTP binding	molecular_function	GO:0005525
84412	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
84412	2378	GTPase activity	molecular_function	GO:0003924
84412	3727	protein binding	molecular_function	GO:0005515
84412	4994	intracellular protein transport	biological_process	GO:0006886
84412	5019	nucleocytoplasmic transport	biological_process	GO:0006913
84412	5250	signal transduction	biological_process	GO:0007165
84412	3827	intracellular	cellular_component	GO:0005622
84412	8400	protein transport	biological_process	GO:0015031
84412	24058	hydrolase activity, acting on acid anhydrides, acting on GTP, involved in cellular and subcellular movement	molecular_function	GO:0050800
84413	2198	RNA polymerase II transcription factor activity	molecular_function	GO:0003702
84413	3866	transcription factor complex	cellular_component	GO:0005667
84413	4501	transcription initiation	biological_process	GO:0006352
84413	2176	DNA binding	molecular_function	GO:0003677
84456	2914	ribonuclease H activity	molecular_function	GO:0004523
84456	9366	RNA metabolic process	biological_process	GO:0016070
84456	2175	nucleic acid binding	molecular_function	GO:0003676
84498	3708	binding	molecular_function	GO:0005488
84560	2706	threonine endopeptidase activity	molecular_function	GO:0004298
84560	4024	proteasome core complex	cellular_component	GO:0005839
84560	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
84560	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
84576	3838	nucleus	cellular_component	GO:0005634
84576	9701	negative regulation of transcription	biological_process	GO:0016481
84588	3708	binding	molecular_function	GO:0005488
84637	4977	amino acid transport	biological_process	GO:0006865
84637	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
84637	9320	membrane	cellular_component	GO:0016020
84664	2290	catalytic activity	molecular_function	GO:0003824
84664	19375	cellular metabolic process	biological_process	GO:0044237
84664	23921	coenzyme binding	molecular_function	GO:0050662
84664	6119	dTDP-glucose 4,6-dehydratase activity	molecular_function	GO:0008460
